document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
ef31dd1863ac76fa8be81963c77e8c86ed67db74,train,How do Emmeline and Hannah get stranded in the boat?,Hannah loses one of the oars and they are swept out into the cove.,Hannah throws an oar overboard into the water.,How do Emmeline and Hannah get stranded in the boat ?,Hannah loses one of the oars and they are swept out into the cove .,Hannah throws an oar overboard into the water .
cd282be1ad0f0215565df1809daa573f90381eb4,train,How did Virginia's father die?,He was stabbed while trying prevent the lynching of a young black man.,"He tries to prevent the lynching of an young, inncoent African American ",How did Virginia s father die ?,He was stabbed while trying prevent the lynching of a young black man .,"He tries to prevent the lynching of an young , inncoent African American"
3055c4d4f368f97c4c2a1a312a0f452a6814ad71,train,What must Will do to get Elizabeth out of prison?,Bring back Jack's compass.,Needs to bring Jack's magic compass to Beckett.,What must Will do to get Elizabeth out of prison ?,Bring back Jack s compass .,Needs to bring Jack s magic compass to Beckett .
30337c485ea9d6d657be1ff17823e94b0a531550,train,What was Martin's prior profession?,Sailor.,Sailor.,What was Martin s prior profession ?,Sailor .,Sailor .
aa38d6df737e5d8893dc9749f5d5aaf1f93da2c6,train,Who eventually buys Linda's freedom?,Mrs. Bruce,Mrs. Bruce,Who eventually buys Linda s freedom ?,Mrs. Bruce,Mrs. Bruce
29b3a0b4e9bd807c59912ec69f4617e1fa5c6a3e,test,Which person hates her husband?,Mrs. Fainall,Mrs. Fainall,Which person hates her husband ?,Mrs. Fainall,Mrs. Fainall
ca62fc427e58bfba7739e0d514ffe433695ff602,train,What was Dan's payment for having Julius killed?,Whuffie,Whuffie from Debra's team,What was Dan s payment for having Julius killed ?,Whuffie,Whuffie from Debra s team
0b9f563bad33316d94f4f339fb151a4b33f25c3f,train,What is Dr Floyd's mission?,To investigate an artifact found.,To investigate an artifact,What is Dr Floyd s mission ?,To investigate an artifact found .,To investigate an artifact
7c963cf6567bcfcf092c9bb3d72d09562ba6b794,test,What is Cher's stepbrother's name?,Josh,Josh,What is Cher s stepbrother s name ?,Josh,Josh
b31c8b60d28467403c1615ec883b167a0c103835,test,Where does Andy's family go out to eat?,Pizza Planet.,Pizza,Where does Andy s family go out to eat ?,Pizza Planet .,Pizza
ffae045d630abf7e4c282849d16819ceff60c2b0,train,Who does Stacy work with at the pizza parlor?,Linda.,Linda.,Who does Stacy work with at the pizza parlor ?,Linda .,Linda .
4b687c107c958aa724d6cb584e692bb1b065caaf,train,Where do Carruthers and Davies end up navigating the ship?,German Frisian Islands,Frisian Islands,Where do Carruthers and Davies end up navigating the ship ?,German Frisian Islands,Frisian Islands
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,What does Smith breath new life into the house with?,his games and antics,His Games and antics,What does Smith breath new life into the house with ?,his games and antics,His Games and antics
55ac84541ede6e0f1106b2e4ab01a2bac2f21e39,test,From whom did Godfrey rescue Carefinotu?,The Polynesians,The Polynesians,From whom did Godfrey rescue Carefinotu ?,The Polynesians,The Polynesians
de79e439d0586c0af4aa95689757190b6e156c38,test,"How long as the reform movement been active, according to Thomas?",Decades,for decades,"How long as the reform movement been active , according to Thomas ?",Decades,for decades
8af7ba092dd8ec512f2fc5d764178af1bf282412,train,Why does the king drive a sward into the dragon's dead body?,to claim the glory for himself,To claim glory,Why does the king drive a sward into the dragon s dead body ?,to claim the glory for himself,To claim glory
ea6f69c29b491c58796029a66f029e552db2819d,test,What is the name of the cinema house in the story?,Cinema Paradiso,Cinema Paradiso,What is the name of the cinema house in the story ?,Cinema Paradiso,Cinema Paradiso
aee3ec7fb1a35d44be2e49a1dcf64b8ed31a5ca9,test,Why does Marie Gaston give money to Madam Gaston?,Madam Gaston's deceased husband was Marie's brother,"Because she is his brother's widow, and he wants to support her and his nephews.",Why does Marie Gaston give money to Madam Gaston ?,Madam Gaston s deceased husband was Marie s brother,"Because she is his brother s widow , and he wants to support her and his nephews ."
c56956c5b39dc17ca2056bec712bd3d642dc8bc0,train,Where did Utah track Bodhi nine months later?,"Bells Beach in Victoria, Australia","Bells Beach in Victoria, Australia.",Where did Utah track Bodhi nine months later ?,"Bells Beach in Victoria , Australia","Bells Beach in Victoria , Australia ."
87fe5dafbe80516d43917d624a49f61c3f5d2f06,test,Why does Johns want Jack killed?,To use her body as bait in order to keep the creatures off the rest of the people.,For bait to keep the creatures off,Why does Johns want Jack killed ?,To use her body as bait in order to keep the creatures off the rest of the people .,For bait to keep the creatures off
4dcfd38222f416db7aa1add3ecd85e2c9d6160d1,train,What time frame does the story take place from the first story?,One year after.,One year,What time frame does the story take place from the first story ?,One year after .,One year
57523a482ae81616899feaff7497fa962edef9b6,valid,What is the name and role of the character that Lady Dedlock disguised herself as to visit Nemo's grave?,"Her maid, Hortense","as Hortense, her maid.",What is the name and role of the character that Lady Dedlock disguised herself as to visit Nemo s grave ?,"Her maid , Hortense","as Hortense , her maid ."
6aa4c6be53eff0024e5c84f99ac94cddff4eb8f0,test,What changed Susan's attitude towards her father?,his father of the bride speech at her reception,the eloquent speech he gave at her wedding,What changed Susan s attitude towards her father ?,his father of the bride speech at her reception,the eloquent speech he gave at her wedding
a2cb171c562fce09b6f2473dc65f121cce677b7f,test,What does Laura do in order to support her ailing father?,sell sketches,Sells sketches.,What does Laura do in order to support her ailing father ?,sell sketches,Sells sketches .
ed524405685e79384ca61daa883a2c0da21cfc9c,valid,What is Sir Robert's profession?,He is a member of the British House of Commons.,member of the house of commons,What is Sir Robert s profession ?,He is a member of the British House of Commons .,member of the house of commons
f4bd30511bb4dc1dd7dea595b86c6d466997cfe6,train,When did Mark move his company to Palo Alto?,After Sean Parker suggested it,when Parker suggested it,When did Mark move his company to Palo Alto ?,After Sean Parker suggested it,when Parker suggested it
8918f091ecb40e20e1597a4bb549cd925ba410a3,train,What does Matthew's sister hope to get out of this trip with her brother?,Tabitha is hoping to find herself a husband.,Search for a husband,What does Matthew s sister hope to get out of this trip with her brother ?,Tabitha is hoping to find herself a husband .,Search for a husband
f6470b27b43e232e5b4458fb1dd6c194cddb2452,test,Why did Ryan want to make know if he was a good man?,To know if he was worthy of Miller's sacrifice.,his wife,Why did Ryan want to make know if he was a good man ?,To know if he was worthy of Miller s sacrifice .,his wife
8dddfb1c4aa33c5821670ba20549ec02aba73056,train,What role does Johnny Depp play in the story?,Johnny Depp plays the role of Ichabod Crane.,A New York City police constable.,What role does Johnny Depp play in the story ?,Johnny Depp plays the role of Ichabod Crane .,A New York City police constable .
167ec212289f7c34823629931c967090650c10dc,train,Who leads the U.S. Secret Service in the story?,Agent Sterling,Agent Sterling ,Who leads the U.S. Secret Service in the story ?,Agent Sterling,Agent Sterling
8501cab146742babe04bc3984eb34409d97078a1,test,"In the beginning of the story, when she is baby-sitting, where were the menacing phone calls to Jill coming from?",Inside the house,inside the house,"In the beginning of the story , when she is baby-sitting , where were the menacing phone calls to Jill coming from ?",Inside the house,inside the house
96fe0d2109b097524413be7ec351eb78f40b8feb,train,How many hostages are being held in the bank?,Seventeen,Seventeen,How many hostages are being held in the bank ?,Seventeen,Seventeen
0dc314c260de491f65c06294183c4eff0b62a95c,train,What does Striker use to stop the haywire computer?,The bomb that was in Joe's suitcase,a bomb,What does Striker use to stop the haywire computer ?,The bomb that was in Joe s suitcase,a bomb
6c033097710f60b44ba7176305e5fb046949457e,train,Why was the Leviathan purposely sunk?,The mutagen experiment couldn't be controlled.,medical problems with the crew,Why was the Leviathan purposely sunk ?,The mutagen experiment could n't be controlled .,medical problems with the crew
62c8ba6a463ca2096f45a4baf868b5038667d31f,train,Why does Danny owe twenty dollars to a classmate?,For marijuana.,Because of marijuana,Why does Danny owe twenty dollars to a classmate ?,For marijuana .,Because of marijuana
ff66a9853a184196f556d5cf226e18fddef6be1c,test,Who does Polina really love?,Alexei,Mr. Astley,Who does Polina really love ?,Alexei,Mr. Astley
f3f6610dba556fdbd410fb8bf356c6b24fda45f0,train,What choice does Wigand make when he is served with a Kentucky court order so that he can't testify in Mississippi?,he decides to go through with his testimony,To testify anyway.,What choice does Wigand make when he is served with a Kentucky court order so that he ca n't testify in Mississippi ?,he decides to go through with his testimony,To testify anyway .
cbbbb720b94e009cc9a76b83f08f829de284617e,train,What do the rabbits do after Tod and Timmy go outside to fight?,They gather the bunnies.,Return home.,What do the rabbits do after Tod and Timmy go outside to fight ?,They gather the bunnies .,Return home .
7ff1108c5bf35a718b6e8a25704eec6ff979a919,train,Where is Ross teleported?,To a Baldy ship.,Ross is teleported to a Baldy ship,Where is Ross teleported ?,To a Baldy ship .,Ross is teleported to a Baldy ship
163d8710f230dc6730ce9feb4019d1e16842ee3b,train,Where did Nuada get the first crown piece from?,An auction.,An auction,Where did Nuada get the first crown piece from ?,An auction .,An auction
88d8bd90a849185e7a783e1934cedbe938859c85,train,What made Ann Veronica distraught enough to leave her shoolings at Central Imperial College?,Capes forced himself on her.,Mr. Rampage tries to force her to have sex with him.,What made Ann Veronica distraught enough to leave her shoolings at Central Imperial College ?,Capes forced himself on her .,Mr. Rampage tries to force her to have sex with him .
f4bd30511bb4dc1dd7dea595b86c6d466997cfe6,train,Who suggests removing 'The' from thefacebook?,Parker,sean parker,Who suggests removing The ' from thefacebook ?,Parker,sean parker
0ebf71697ef16b7948f05a21dbf7abb34a818380,test,Why did Philip initially reject Dr. Athelny's partnership offer?,To travel to Spain.,He wants to travel.,Why did Philip initially reject Dr. Athelny s partnership offer ?,To travel to Spain .,He wants to travel .
604973478b38d259afd9aa46cfcf3ef652e4e41e,train,Who introduces Daisy and Frederick? ,Randolph Miller. ,Daisy's brother Randolph,Who introduces Daisy and Frederick ?,Randolph Miller .,Daisy s brother Randolph
e9ff026e90e2506a4e2710fac9cfb0df33248fa4,train,Why are the government of Zarathustra and the now Charterless Zarathustra Company cooperating with each other?,Criminals are taking advantage of the unstable government and company to attack and steal sunstones.,They cooperate to control the planet.,Why are the government of Zarathustra and the now Charterless Zarathustra Company cooperating with each other ?,Criminals are taking advantage of the unstable government and company to attack and steal sunstones .,They cooperate to control the planet .
3eb3061b6357ba45ae3dc9d670e41b43f0299f01,train,"In the end, where does Loki return?",Asgard,To Asgard,"In the end , where does Loki return ?",Asgard,To Asgard
b71990cf4e30e2025d852c794b9f259e84d472cb,train,Who is the protagonist of Cripps the Carrier?,Grace Oglander,Grace Oglander,Who is the protagonist of Cripps the Carrier ?,Grace Oglander,Grace Oglander
829bd66e747e61902f22af2c0ff0d4f8090d2242,valid,What is Soames unhappy about?,His obscurity and failure as a poet.,the his works are not recognized,What is Soames unhappy about ?,His obscurity and failure as a poet .,the his works are not recognized
ea6f69c29b491c58796029a66f029e552db2819d,test,What part of the shows did the local priest have removed?,Major romantic scenes,reomantic,What part of the shows did the local priest have removed ?,Major romantic scenes,reomantic
7e2bef0b43cf243f513853e82e482d695801e42b,train,What has Tom Swift used his cannon for in the past?,to protect the Panama canal,To protect the Panama Canal.,What has Tom Swift used his cannon for in the past ?,to protect the Panama canal,To protect the Panama Canal .
b856de66b8fd259ac0a3e5bef124efb447fe4f75,train,"Where do the Joneses, Marcus, and Sallah ride off to when they escape the temple at the end?",They ride off into the sunset.,they ride into the sunset,"Where do the Joneses , Marcus , and Sallah ride off to when they escape the temple at the end ?",They ride off into the sunset .,they ride into the sunset
